TEfam	TEpropCov	CE	CP	HE	HP	LE	LP	CE1	CE2	CE3	CE4	CP1	CP2	CP3	CP4	HE1	HE2	HE3	HE4	HP1	HP2	HP3	HP4	LE1	LE2	LE3	LE4	LP1	LP2	LP3	LP4	Mean_Early	Mean_Postponed	Mean_Control	Mean_High	Mean_Low	Diff_PostEarly	log2Rat_PostEarly	Diff_HighCont	Diff_HighLow	Diff_ContLow	log2Rat_HighCont	log2Rat_HighLow	log2Rat_ContLow	Diff_PostEarlyCont	Diff_PostEarlyHigh	Diff_PostEarlyLow	log2Rat_PostEarlyCont	log2Rat_PostEarlyHigh	log2Rat_PostEarlyLow	Df_Diet	F_value_Diet	PvalFull_Diet	Df_Breeding	F_value_Breeding	PvalFull_Breeding	Df_Inter	F_value_Inter	PvalFull_Inter	Df_resid	Df_Low	F_value_Low	Pval_Low	Df_Low_nested	F_value_Low_nested	Pval_Low_nested	Df_Low_resid	Df_Cont	F_value_Cont	Pval_Cont	Df_Cont_nested	F_value_Cont_nested	Pval_Cont_nested	Df_Cont_resid	Df_High	F_value_High	Pval_High	Df_High_nested	F_value_High_nested	Pval_High_nested	Df_High_resid	Bonf_Full	Bonf_Low	Bonf_Cont	Bonf_High	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
DMHFL1	1	23.603685	25.330057	25.599165	24.413803	24.991027	26.691266	26.1076664413653	23.4218100709699	27.3417211895911	17.5435441027374	26.3532162892869	25.137907401149	25.3741848597499	24.4549205812775	24.478657654613	26.1968218992903	25.4965748563704	26.2246066238594	24.1549138222372	24.0038080432579	24.3958171679622	25.1006728624535	26.2533190266982	26.616750591416	24.1933906725245	22.9006475160527	26.1398516390673	27.9258779993241	26.750748901656	25.9485836431227	24.731	25.478	24.467	25.006	25.841	0.747	0.043	0.54	-0.835	-1.374	0.031	-0.047	-0.079	1.726	-1.185	1.7	0.102	-0.068	0.095	2	132.5	3.654079255516e-58	1	115.69	5.82047303361345e-27	2	193.53	1.50904598780694e-84	71010	1	214.642139713294	2.17371031633646e-48	6	71.9338700736494	3.0095249025579e-89	23664	1	207.190712016783	8.88173577918828e-47	6	340.94754443409	0	23664	1	100.149057955791	1.57432142220762e-23	6	16.1658363742052	1.16336686161963e-18	23664	TRUE	TRUE	TRUE	TRUE	FBte0000154	M69216	hobo	Dmel	hobo	terminal_inverted_repeat_element	DNA	hAT	hAT	hAT	Drosophila_melanogaster	99.791	1	NA	hAT|DNA_transposon|Transposable_Element|DMHOBOG|HOBO;Autonomous_DNA_transposon|hAT_superfamily|transposase.	TIR	DNA	2959
DMIFACA	1	20.981316	21.336634	23.628188	21.190666	19.675049	21.614759	23.6806886985664	22.2045511078012	23.9512377583318	14.0887866319121	22.6343798175386	20.559668590579	21.457822007075	20.6946665425433	23.4500379817539	23.8042468814001	22.734975423571	24.5234935766152	20.6473085086576	21.1163243343884	21.941216347049	21.0578153044126	20.329188977844	19.1362146713834	19.976649413517	19.2581422453919	21.3812604729101	22.1633224725377	20.4904675107056	22.4239865946751	21.428	21.381	21.159	22.409	20.645	-0.047	-0.003	1.25	1.765	0.514	0.083	0.118	0.035	0.355	-2.438	1.94	0.024	-0.157	0.136	2	1393.07	0	1	2.86	0.0906928068057249	2	2077.05	0	128898	1	2072.52782660312	0	6	149.52312711518	1.51955597748347e-188	42960	1	57.2052654143532	4.0042466507924e-14	6	2560.9983854098	0	42960	1	2681.18860140793	0	6	95.6631164469264	6.218074541741e-120	42960	FALSE	TRUE	TRUE	TRUE	FBte0000133	M14954	I-element	Dmel	I-element	non_LTR_retrotransposon	LINE	I	I	I	Drosophila_melanogaster	99.963	1	NA	I|Non-LTR_Retrotransposon|Transposable_Element|DMI|I_DM.	non-LTR	RNA	5371
DMIS176	0.926603038042748	18.904181	22.090576	23.290093	21.918739	20.067498	22.772298	21.4723859389703	20.9311057937895	20.7208649011964	12.4923679257965	23.1940594165882	21.0181004167227	21.7999162521844	22.3502297351795	24.0189880360263	24.0993767979567	22.5512794730475	22.4907263072994	21.8616335528969	22.3570065869068	21.440026078774	22.0162883452077	21.0739693507192	21.0267245597527	18.6302025809921	19.5390947708025	22.5095615002016	23.4878048124748	21.4064527490254	23.6853739749966	20.754	22.261	20.497	22.604	21.42	1.507	0.101	2.107	1.185	-0.923	0.141	0.078	-0.064	3.186	-1.371	2.705	0.225	-0.088	0.182	2	864.62	0	1	1319.39	7.84199095375296e-288	2	1214.83	0	178530	1	1504.05792369008	0	6	129.491076255571	1.77365167290296e-163	59504	1	2189.2331083334	0	6	1035.62386432603	0	59504	1	347.493789809719	2.47540229292296e-77	6	43.1928870811219	5.94161069553628e-53	59504	TRUE	TRUE	TRUE	TRUE	FBte0000109	X01472	17.6	Dmel	17.6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|transposon;reverse_transcriptase|Long_terminal_repeat|Repetitive_element;Copia-like_element|DM176.	LTR	RNA	7439
DMIS297	0.907934238741959	23.56415	27.979646	28.979522	27.125926	28.189142	29.34559	30.0515716940672	26.8106338813438	25.5751006433167	11.819291922802	29.3643481057899	27.7761113652609	28.5367062187277	26.2414171551108	31.6712034310222	26.9659139385275	28.6130741958542	28.6678982130093	27.3988395997141	27.6391340957827	26.8097072194425	26.6560250178699	28.5479694067191	27.4143785561115	28.7830591851322	28.0111589706934	28.2276690493209	29.8872847748392	29.6255961401001	29.641811150822	26.911	28.15	25.772	28.053	28.767	1.239	0.065	2.281	-0.715	-2.995	0.122	-0.036	-0.159	4.415	-1.854	1.156	0.248	-0.095	0.058	2	1126.54	0	1	530.3	3.70092595878325e-117	2	1131.15	0	167874	1	158.945281727376	2.15596226270239e-36	6	27.9568264984245	1.52754383342803e-33	55952	1	2632.91247560841	0	6	2249.64692132788	0	55952	1	412.185238717084	2.61891612251713e-91	6	121.864868231153	1.17191726932843e-153	55952	TRUE	TRUE	TRUE	TRUE	FBte0000675	X03431	297	Dmel	297	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|DM297_I;DM297_LTR|endogenous_retrovirus|Gypsy_superfamily|env|gag;pol|internal_portion.	LTR	RNA	6995
DMLINEJA	0.999003984063745	24.182865	24.092653	23.855062	23.763799	21.686897	22.699014	23.1986908366534	24.5940005976096	23.5772834661355	25.3614854581673	24.8728215139442	24.5200758964143	24.2078768924303	22.7698392430279	23.591369123506	23.2135171314741	24.5612085657371	24.0541525896414	23.735653187251	24.9139992031872	23.3758828685259	23.029661752988	23.2865065737052	22.1523394422311	21.0423778884462	20.2663621513944	22.3194374501992	22.966677689243	22.1478697211155	23.3620705179283	23.242	23.518	24.138	23.809	22.193	0.277	0.017	-0.328	1.616	1.945	-0.02	0.101	0.121	-0.09	-0.091	1.012	-0.005	-0.006	0.066	2	683.88	4.64221229073717e-296	1	36.28	1.7143148740108e-09	2	63.95	1.73639656252411e-28	120474	1	160.59806522914	9.84920369940987e-37	6	80.5805601215301	1.25579739727982e-100	40152	1	1.36205280907	0.243188959411361	6	75.9839452785169	9.29643603611337e-95	40152	1	1.28432593080719	0.257103015173361	6	38.9691574893399	1.62964567536319e-47	40152	TRUE	TRUE	FALSE	FALSE	FBte0000088	M22874	jockey	Dmel	jockey	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;LINE_repetitive_sequence|dispersed_repetitive_element;long_interspersed_element|J1|LINEJ1_DM.	non-LTR	RNA	5020
DMMDG3	0.936039137524914	10.471752	12.865227	12.885184	12.424174	11.259179	12.315459	12.1574502627288	12.6444270701214	9.60770501902519	7.47742471462221	12.1891663344809	12.1268988947273	12.9831393368364	14.161704113064	14.1792649030621	12.9805361478529	12.2219099474542	12.1590242797608	12.9302846530169	11.0572087334662	13.3637262185178	12.3454765356043	11.6267370900525	10.9254863199855	11.3254174669324	11.1590764631274	12.944485957601	12.2069342272151	12.1409661170502	11.9694477260373	11.539	12.535	11.668	12.655	11.787	0.996	0.119	0.986	0.867	-0.119	0.117	0.102	-0.015	2.393	-0.461	1.056	0.297	-0.053	0.129	2	848.35	0	1	2178.82	0	2	1492.58	0	132450	1	960.820980168056	1.03129268829314e-208	6	58.7371521800959	9.23248627070636e-73	44144	1	4407.45254129469	0	6	1280.44687976849	0	44144	1	158.645649229219	2.58283490951149e-36	6	352.371979159365	0	44144	TRUE	TRUE	TRUE	TRUE	FBte0000010	X95908	mdg3	Dmel	mdg3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy-like_retrotransposon_MDG3|LTR|MDG3_DM;mobile_dispersed_genetic_element.	LTR	RNA	5519
DMPOGOR11	1	16.104399	18.940214	19.186386	17.830676	18.461222	19.201753	17.1286874115983	18.0440292314946	18.2840730787364	10.9608057520038	20.6066247053277	18.5143437057992	19.1985747289015	17.4413130598774	19.8275638849599	18.163486562942	19.5935497406884	19.160942951438	17.0050084865629	18.8622993870816	17.2828142385667	18.1725836869401	18.9039811409712	18.2108774163131	18.782387553041	17.9476402640264	19.6643191890618	19.9933592644979	17.1419372937294	20.0073974540311	17.917	18.658	17.522	18.509	18.831	0.74	0.058	0.986	-0.323	-1.309	0.079	-0.025	-0.104	2.836	-1.356	0.741	0.234	-0.106	0.057	2	256.39	1.60826487607809e-111	1	226.51	4.42739736494043e-51	2	605.26	1.64690391005253e-260	50898	1	79.3706933764614	5.66089962028699e-19	6	76.6869099625557	6.61496431169267e-95	16960	1	1263.24052095268	6.20137588092481e-267	6	540.505634116625	0	16960	1	263.075832477084	1.01376654512061e-58	6	45.1698983384287	3.71413763578835e-55	16960	TRUE	TRUE	TRUE	TRUE	FBte0000568	X59837	pogo	Dmel	pogo	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Pogo	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|pogo;transposon.	TIR	DNA	2121
DMREPG	0.997238840312931	10.215941	8.862753	10.221294	8.777868	9.326875	9.650831	9.52003106304648	9.07632834790612	10.0131451909802	12.2542583985274	9.66187137597791	8.52227059364933	8.49889599631845	8.76797376898297	10.5484993097101	10.0576585365854	10.2021028531983	10.0769134836631	8.1423373216751	8.17647837091578	9.38381707317073	9.40883847215831	9.37597031753336	9.0340487804878	9.89960400368155	8.99787873907041	8.69494776806259	9.4900549930971	10.8009355729406	9.61738449148642	9.921	9.097	9.539	9.5	9.489	-0.824	-0.125	-0.04	0.011	0.05	-0.006	0.002	0.008	-1.353	-1.443	0.324	-0.205	-0.22	0.049	2	7.24	0.000718893875572158	1	5211.34	0	2	2533.46	0	104298	1	346.671283079391	5.33441831204828e-77	6	767.421083754029	0	34760	1	4688.01485629561	0	6	1466.72750680718	0	34760	1	6575.48203370908	0	6	443.398880928256	0	34760	TRUE	TRUE	TRUE	TRUE	FBte0000657	X06950	G-element	Dmel	G-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;G_LINE-like_retrotransposon|G_DM|ORF1|ORF2.	non-LTR	RNA	4346
DMRER1DM	1	150.850305	129.174359	145.296694	127.351326	122.210317	134.611458	138.511921956684	125.125324495892	145.690317401046	194.07365459298	136.689510455564	126.726974607916	127.639925130695	125.641024831964	166.257016243465	142.153684279313	138.396655713219	134.379420089619	131.018349327857	115.889537154593	128.551491784914	133.945924943988	127.660524271845	125.346201456311	123.709121172517	112.125420649739	138.568781553398	129.300605675878	132.354689320388	138.22175373413	139.452	130.379	140.012	136.324	128.411	-9.073	-0.097	-3.688	7.913	11.601	-0.039	0.086	0.125	-21.676	-17.945	12.401	-0.224	-0.19	0.139	2	2383.28	0	1	4188.18	0	2	5924.08	0	128538	1	3868.65332919593	0	6	430.755613963604	0	42840	1	9230.2289145823	0	6	4561.28678058959	0	42840	1	7674.91388355638	0	6	1600.26946238348	0	42840	TRUE	TRUE	TRUE	TRUE	FBte0000118	X51968	R1A1-element	Dmel	R1A1-element	non_LTR_retrotransposon	LINE	Non-LTR_Retrotransposon	?	R1	Drosophila_melanogaster	100	1	NA	Non-LTR_Retrotransposon|Transposable_Element|transposon;reverse_transcriptase|integrase|retrotransposon|DMR1|R1_DM.	non-LTR	RNA	5356
DMRER2DM	1	19.585026	17.840473	21.079523	17.153313	15.673276	18.933723	18.737236761852	16.3700837260882	19.6829614638203	23.5498203493208	17.7532852786249	17.4434696423621	18.7456725810923	17.4194654837815	25.3183739950097	19.1454665927363	20.1910748544497	19.6631785417244	15.9610224563349	20.3014141946216	16.7280795675076	15.6227377321874	17.0183543110618	17.8988477959523	14.0587881896313	13.717115608539	20.684855558636	18.6572436928195	17.181763238148	19.211028001109	18.779	17.976	18.713	19.116	17.303	-0.803	-0.063	0.404	1.813	1.409	0.031	0.144	0.113	-1.745	-3.926	3.26	-0.135	-0.297	0.273	2	1524.51	0	1	814.71	2.31219455965349e-178	2	5711.56	0	86562	1	6671.8750972907	0	6	1019.0757742486	0	28848	1	1478.42205134174	1.76996335340235e-315	6	1131.26183263513	0	28848	1	7732.39193098772	0	6	1603.45658172764	0	28848	TRUE	TRUE	TRUE	TRUE	FBte0000030	X51967	R2-element	Dmel	R2-element	non_LTR_retrotransposon	LINE	R2	R2	R2	Drosophila_melanogaster	100	1	NA	R2|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|protease|integrase|retrotransposon|LINE;R2_DM.	non-LTR	RNA	3607
DMRTMGD1	0.898663101604278	16.744059	17.958216	18.503806	17.608428	18.663894	17.920597	19.5730217914438	18.2199520053476	19.2699188502674	9.91334171122995	17.557104144385	17.7118251336898	18.2554963903743	18.3084389037433	17.9577807486631	18.6477747326203	18.2877423796791	19.1219270053476	17.3350086898396	16.9478524064171	18.346185026738	17.8046643048128	19.5707687165775	19.4945982620321	17.6450889037433	17.9451211229947	18.3419493315508	17.6342514705882	17.4023529411765	18.3038362299465	17.971	17.829	17.351	18.056	18.292	-0.142	-0.011	0.705	-0.236	-0.941	0.057	-0.019	-0.076	1.214	-0.895	-0.743	0.101	-0.072	-0.059	2	211.13	2.59876388425134e-92	1	13.23	0.000276198636836507	2	304.74	7.51123657577333e-133	179514	1	124.960777476258	5.54631535926709e-29	6	70.5309841956789	5.99515426509011e-88	59832	1	344.255734797889	1.24034766157772e-76	6	1238.69935917632	0	59832	1	184.499058765906	5.82732085512093e-42	6	35.3167419990247	6.63795330204128e-43	59832	FALSE	TRUE	TRUE	TRUE	FBte0000015	X59545	mdg1	Dmel	mdg1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;LTR-retrotransposon|MDG1_I|MDG1_LTR|internal_portion.	LTR	RNA	7480
DMTHB1	1	12.270158	14.393643	14.397802	14.137851	13.995455	14.521657	13.708352692075	14.1610744101633	13.7558602540835	7.45534301270417	14.3415299455535	14.1348475499093	14.7591869328494	14.3390060496068	14.6593345432547	14.0808130671506	14.2833085299456	14.5677531760436	14.1346279491833	14.4662262552934	14.039701754386	13.9108487598306	14.076073200242	13.7627356321839	13.9528995765275	14.1901113127647	14.4851058681186	15.0302510586812	13.8786781609195	14.6925922565033	13.554	14.351	13.332	14.268	14.259	0.797	0.082	0.936	0.009	-0.927	0.098	0.001	-0.097	2.123	-0.26	0.526	0.23	-0.026	0.053	2	215.3	1.00424767163976e-93	1	354.38	1.03823591734219e-78	2	274.59	3.65571448977074e-119	39666	1	56.2355318474847	6.83848000201715e-14	6	13.5907223787883	1.91920138210714e-15	13216	1	900.038388649185	2.31867059621274e-191	6	519.628197125715	0	13216	1	13.6189653746328	0.000224811605097786	6	6.38003177610249	1.01255282423786e-06	13216	TRUE	TRUE	TRUE	FALSE	FBte0000414	X01748	HB	Dmel	HB	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	1	Mariner/Tc1|DNA_transposon|Transposable_Element;Repetitive_sequence|transposon|unidentified_reading_frame;DMFB4|FB4_DM.	TIR	DNA	1653
DMTN1731	0.982573149741824	7.807938	7.810339	7.835857	6.929735	6.185431	6.850825	7.68493244406196	7.0032904475043	7.57874160929432	8.96478829604131	7.96049419104991	7.36459746127367	7.73458067986231	8.18168179862306	8.6130017211704	8.28077624784854	7.3227919535284	7.12685800344234	6.93510843373494	7.01643158347676	6.99635176419966	6.77104948364888	6.38974569707401	6.62132551635112	5.87735929432014	5.8532919535284	7.16196277969019	6.72996901893287	6.34175537865749	7.16961252151463	7.276	7.197	7.809	7.383	6.518	-0.079	-0.016	-0.426	0.865	1.291	-0.081	0.18	0.261	0.002	-0.906	0.665	0	-0.177	0.147	2	4072.45	0	1	44.55	2.4911981682201e-11	2	1464.6	0	111546	1	1400.33836731624	6.98331681487471e-301	6	239.626846143747	1.14992195927636e-301	37176	1	0.0118254712845966	0.913405349172488	6	413.620605035343	0	37176	1	2025.0716391357	0	6	329.881136247501	0	37176	TRUE	TRUE	FALSE	TRUE	FBte0000003	X07656	1731	Dmel	1731	LTR_retrotransposon	LTR	Copia	Copia	Copia	Drosophila_melanogaster	100	1	NA	Copia|LTR_Retrotransposon|Transposable_Element|LTR|gag;retrotransposon|internal_portion|gene|DM1731|DM1731_LTR;DM1731_I.	LTR	RNA	4648
DMTNFB	0.861663652802893	29.191761	36.121739	39.116231	36.399577	35.746459	36.670982	36.0932061482821	37.3190379746835	34.6689927667269	8.68580650994575	35.9721048824593	34.0572594936709	37.9671057866184	36.4904855334539	37.4703535262206	40.6016211573237	40.3028065099458	38.0901446654611	35.7874231464738	37.5013688969259	36.2350298372514	36.0744855334539	37.7831889692586	36.1446338155515	35.0271075949367	34.0309059674503	35.8567775768535	36.6103896925859	35.7244972875226	38.4922631103074	34.685	36.397	32.657	37.758	36.209	1.713	0.07	5.101	1.549	-3.552	0.209	0.06	-0.149	6.93	-2.717	0.925	0.307	-0.104	0.037	2	47.43	2.73025988307856e-21	1	15.26	9.41159275648208e-05	2	41.14	1.44339031761855e-18	26538	1	1.48703467017225	0.222709653130075	6	1.83353256383467	0.0884740633067679	8840	1	97.5530297192891	6.88664724912646e-23	6	96.8264082236057	2.46558229393486e-118	8840	1	11.6994781947601	0.000628003736693731	6	1.20182380711138	0.301894876582563	8840	FALSE	FALSE	TRUE	FALSE	FBte0000288	V00246	FB	Dmel	FB	foldback_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element;Repetitive_sequence|transposon|unidentified_reading_frame;DMFB4|FB4_DM.	FB	DNA	1106
DMTOM1_LTR	1	5.435956	6.424065	6.578907	6.23038	5.747402	6.446539	6.47470487804878	5.84582195121951	6.46085609756098	2.96244146341463	6.31614146341463	6.06325609756098	6.8079243902439	6.50893902439024	6.98286829268293	6.33428048780488	6.4743756097561	6.52410487804878	5.84368048780488	6.16137317073171	6.40975365853659	6.50671463414634	5.96387317073171	5.93126097560976	5.63891707317073	5.45555609756098	6.57255121951219	6.51259512195122	6.20904146341463	6.49196829268293	5.921	6.367	5.93	6.405	6.097	0.446	0.105	0.475	0.308	-0.167	0.111	0.071	-0.04	0.988	-0.349	0.699	0.241	-0.079	0.166	2	68.45	3.00843804440407e-30	1	176.34	6.70952757419833e-40	2	146.01	3.26013616270022e-63	9834	1	178.5491129718	1.08293260722615e-39	6	7.80245433761511	2.3416501550832e-08	3272	1	351.919242572825	1.16990291860658e-74	6	261.681536293728	4.68955975989706e-274	3272	1	37.6923189871697	9.27751911683401e-10	6	12.9237256473228	1.72637315417339e-14	3272	TRUE	TRUE	TRUE	TRUE	FBte0000400	NA	Tom1	Dmel	Tom1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|DMTOM1_I;DMTOM1_LTR|Gypsy_group|Gypsy_superfamily;endogenous_retrovirus.	LTR	RNA	410
DMTRDNA	1	14.81168	18.228922	18.535418	17.914481	16.715547	17.901433	17.3310599303136	17.6984418118467	17.8879337979094	6.32928641114983	17.4498174216028	17.7375519163763	18.6677797909408	19.0605393728223	20.0270411149826	17.9018982578397	17.9550334494774	18.2576996515679	17.8295003484321	17.8787526132404	18.1420174216028	17.8076550522648	17.4243512195122	16.817043902439	16.1615581881533	16.4592327526132	17.2505777003484	18.4753407665505	17.6772710801394	18.2025407665505	16.688	18.015	16.52	18.225	17.308	1.327	0.11	1.705	0.916	-0.788	0.142	0.074	-0.067	3.417	-0.621	1.186	0.299	-0.049	0.099	2	500.82	3.9749642381998e-215	1	909.32	3.4141812501857e-197	2	703.89	2.45258951612432e-300	34434	1	335.462625847566	6.98295627882632e-74	6	35.3673425618352	1.21444988474305e-42	11472	1	2811.53062195686	0	6	1962.78064966334	0	11472	1	83.3513652906925	8.01495153657961e-20	6	56.0619769877472	1.37712629870601e-68	11472	TRUE	TRUE	TRUE	TRUE	FBte0000670	X80025	hopper	Dmel	hopper	terminal_inverted_repeat_element	DNA	Transib	Transib	Transib	Drosophila_melanogaster	100	1	1	Transib|DNA_transposon|Transposable_Element|Nonautonomous;nonautonomous_DNA_transposon|TIR|DMTRDNA|M4DM.	TIR	DNA	1435
DMU89994	0.941818749025113	10.252728	10.285014	11.216177	11.163108	10.65829	10.80786	10.7002107315551	10.5256317267197	11.1866170644205	8.59845234752769	10.5421436593355	9.4336036499766	10.4066655747933	10.7576440492903	11.1344922788956	10.466965060053	11.5807097176728	11.6825400093589	10.3510828263921	11.793254094525	10.9770305724536	11.5310627047263	10.6541313367649	9.61198861332085	11.0788212447356	11.2882188426143	11.3343576665107	10.2511927936359	10.5967232880986	11.0491662767119	10.709	10.752	10.269	11.19	10.733	0.043	0.006	0.921	0.457	-0.464	0.124	0.06	-0.064	0.032	-0.053	0.15	0.005	-0.007	0.02	2	631.71	5.89843397347436e-274	1	4.12	0.0423968204382995	2	7.71	0.000447552843585909	153858	1	17.5325329520965	2.82904301652183e-05	6	154.019131912584	1.3567258540114e-194	51280	1	0.882061658339808	0.347642052589495	6	346.418598054267	0	51280	1	1.90643774620213	0.167365514650612	6	120.991189299703	1.89197727515857e-152	51280	FALSE	TRUE	FALSE	FALSE	FBte0000739	U89994	Burdock	Dmel	Burdock	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element|BURDOCK_I;BURDOCK_LTR|gag|Gypsy_superfamily|pol|internal_portion.	LTR	RNA	6411
DMW1DOC	0.99978835978836	49.012063	49.295253	48.709747	45.099166	43.163224	45.927888	47.7842891005291	46.6748389417989	49.8338410582011	51.7552821164021	50.1719180952381	47.6197447619048	49.9242749206349	49.4650747089947	53.0978476190476	48.0291989417989	46.8648012698413	46.8471401058201	43.3992986243386	46.2572103703704	46.1082435978836	44.6319106878307	44.471442962963	43.0613153439153	42.3746253968254	42.7455113227513	45.6534448677249	46.3604675132275	44.038177989418	47.6594630687831	46.962	46.774	49.154	46.904	44.546	-0.188	-0.006	-2.249	2.359	4.608	-0.068	0.074	0.142	0.283	-3.611	2.765	0.008	-0.111	0.09	2	2228.01	0	1	11.07	0.000876226268418709	2	1083.36	0	113394	1	1024.63152445455	7.39429284079278e-222	6	104.451071368764	5.1059105874386e-131	37792	1	6.63812693008472	0.00998564198067023	6	132.236733134904	2.36978806106019e-166	37792	1	1578.28168657564	0	6	323.442758124264	0	37792	FALSE	TRUE	FALSE	TRUE	FBte0000341	X17551	Doc	Dmel	Doc	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|ORF1|ORF2;LINE-like_retrotransposon|DOC.	non-LTR	RNA	4725
DMZAM	0.846828689982217	2.430293	2.711269	2.941681	2.539319	2.557784	2.750149	2.76654439834025	2.36393325429757	2.63009033787789	1.96060403082395	2.94307575577949	2.35542169531713	2.71514534676941	2.83143426200356	3.08915352697095	3.14140248962656	2.78619893301719	2.74996929460581	2.53232637818613	2.48989247184351	2.66612388855957	2.46893135743924	2.54541055127445	2.44144860699467	2.6509773562537	2.59329828097214	2.78053953764078	2.81803947836396	2.56517557794902	2.83684184943687	2.643	2.667	2.571	2.74	2.654	0.024	0.013	0.17	0.087	-0.083	0.092	0.046	-0.046	0.281	-0.402	0.192	0.158	-0.212	0.105	2	219.17	8.32485042484434e-96	1	12.78	0.000351161891620069	2	1050.51	0	202434	1	301.392843073318	2.29628244861616e-67	6	48.1198664356086	2.87996250575839e-59	67472	1	611.215698574309	2.42015245738298e-134	6	369.560794503151	0	67472	1	1185.41594310762	1.56204798580729e-257	6	89.140868508183	7.37108534734836e-112	67472	FALSE	TRUE	TRUE	TRUE	FBte0000217	AJ000387	ZAM	Dmel	ZAM	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|ZAM_I|ZAM_LTR|env;gag|pol|internal_portion.	LTR	RNA	8435
DOC2	0.999791188139486	12.98915	12.696129	13.102699	12.045325	11.454013	12.31724	13.3369720192107	12.0671605763207	12.8210369596993	13.7314293171852	13.2002202965128	11.9968730423888	12.8297611192316	12.7576598454792	14.0045771559825	12.6481528502819	12.988868239716	12.7691992065149	11.6051019001879	12.4713449571936	12.2392879515556	11.8655637920234	11.8646383378576	11.7619248277302	10.9814967634162	11.2079920651493	12.5739166840677	12.1572931718522	11.6802466068073	12.8575055335143	12.515	12.353	12.843	12.574	11.886	-0.162	-0.019	-0.269	0.688	0.957	-0.03	0.081	0.112	-0.293	-1.057	0.863	-0.033	-0.121	0.105	2	882.26	0	1	71.62	2.64509265092116e-17	2	846.39	0	114930	1	799.270322372634	4.79925300115731e-174	6	119.447469868472	4.03490252242576e-150	38304	1	67.3222938275375	2.37680505889588e-16	6	151.262036575559	1.64450781379763e-190	38304	1	1076.67727717714	6.60059821752435e-233	6	127.549852588026	2.02060501644077e-160	38304	TRUE	TRUE	TRUE	TRUE	FBte0000103	nnnnnnnn	Doc2-element	Dmel	Doc2-element	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.917	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC;DOC2_DM|JOCKEY_clade|gag|reverse_transcriptase.	non-LTR	RNA	4789
