Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj	Ageold.RegimeSel.baseMean	Ageold.RegimeSel.log2FoldChange	Ageold.RegimeSel.lfcSE	Ageold.RegimeSel.stat	Ageold.RegimeSel.pvalue	Ageold.RegimeSel.padj
GYPSY3	188.642901571313	0.122483315771555	0.172202681306125	0.711274149987344	0.476914367062514	0.626076718844418	188.642901571313	-0.0260325584932332	0.172406981216299	-0.150994804906265	0.879979813997117	0.934696185774462	188.642901571313	0.308650807801373	0.242404282208118	1.27328941960018	0.202915359792991	0.416342705729061
STALKER	144.321190804249	-0.208159855439074	0.155907255307768	-1.33515181848438	0.181826662575601	0.320049808946022	144.321190804249	-0.0126406237291064	0.153890159646884	-0.082140558942245	0.934534940706337	0.966111073696573	144.321190804249	0.15884945821039	0.219265466398072	0.724461817083417	0.468782260528212	0.674114654355887
DOC5	171.835228993913	-0.372290251460432	0.183861487393889	-2.02484085567561	0.042883708357664	0.112391490951218	171.835228993913	-0.691079688376558	0.184966773306831	-3.73623692526746	0.000186794678875839	0.00275105293160191	171.835228993913	0.61195751241123	0.262073018594302	2.33506492081339	0.0195400295210274	0.106657973486677
JOCKEY2	133.631979551657	-0.299696774927391	0.111350299857763	-2.69147703517835	0.00711363957137927	0.0292661120469307	133.631979551657	-0.347015489860054	0.110738456888004	-3.13364931760798	0.00172647052848807	0.014188409122518	133.631979551657	0.429382532043899	0.158344067344356	2.71170583934861	0.00669379662477279	0.0571109031177423
FB	111.480878867929	-0.526750385696408	0.408050576285451	-1.29089484566227	0.19674014296174	0.338041878411511	111.480878867929	-0.85046542032437	0.408878909766601	-2.07999336725349	0.037526141243859	0.128343144836646	111.480878867929	0.865465932177676	0.578628791213743	1.49571874977437	0.134726962151843	0.329615404702095
DMAURA	84.1129752175856	-0.305606758464002	0.221134191243798	-1.38199686238061	0.166972664505695	0.301495536893432	84.1129752175856	-0.453428825375093	0.221519617023917	-2.04690145038548	0.0406677616704741	0.135449115810194	84.1129752175856	0.818354782061614	0.31263611004528	2.61759520339186	0.00885517826546888	0.0664167946323879
FW2	60.6075642373503	-0.400083258722468	0.178978496821999	-2.23537053794996	0.0253930326626121	0.076485195073023	60.6075642373503	-0.696316311368332	0.181966296510053	-3.82662242801574	0.000129913550341478	0.00208277148235033	60.6075642373503	0.843673700367525	0.257175073664822	3.28054227163202	0.00103607737726084	0.0201264304357868
MARINER2	94.9615827831949	-0.30665766975247	0.149179381256397	-2.05563039053911	0.0398181561642654	0.106423401454969	94.9615827831949	-0.324612408733813	0.148185394185101	-2.19058302283378	0.028481980810999	0.105500368710535	94.9615827831949	0.554932300762798	0.210677595876961	2.63403566218255	0.00843766251645287	0.0646235161901315
G2	116.06245927727	-0.554354609423994	0.136673376903049	-4.05605409030928	4.99087062339235e-05	0.000577941659516707	116.06245927727	-0.351005086430985	0.133509366463371	-2.62906712636739	0.00856194584198878	0.0453091360554128	116.06245927727	0.51664047343888	0.193292675189653	2.67284041121563	0.00752120216624912	0.0604481315885796
DOC4	58.9276830635398	-0.400101874880927	0.19532344903975	-2.04840676758428	0.0405201589723332	0.107760132919176	58.9276830635398	-0.541498400802313	0.195864559455405	-2.76465738522544	0.00569826111133405	0.0339512155987722	58.9276830635398	0.899202846908174	0.276822943723355	3.24829594979959	0.00116098446506842	0.0217258892896471
HEL	67.2208724968134	-0.222864470039005	0.163833164572385	-1.36031352761021	0.173730729364649	0.30946386750467	67.2208724968134	-0.439849451999706	0.165466473106871	-2.65823912083759	0.00785501382665288	0.042538629302738	67.2208724968134	0.566251232710187	0.23354930472721	2.42454685691135	0.015327505199138	0.0918341666893924
FROGGER	63.8284507294788	-0.548276851409355	0.197043635471281	-2.78251489878377	0.00539393886685621	0.0236346630919857	63.8284507294788	-0.555216798381278	0.195712095364141	-2.83690590174432	0.00455530351706454	0.0286830077494779	63.8284507294788	0.8315888712425	0.279538667299805	2.97486168648941	0.00293120678997628	0.0355033331584182
BS3	83.0567788375164	-0.362057878492676	0.150527070911995	-2.40526754622331	0.0161606295351407	0.0546126801303265	83.0567788375164	-0.463022226549768	0.150473002171855	-3.07711164040543	0.00209017002611922	0.016125253968924	83.0567788375164	0.629150284484718	0.21417555491614	2.9375447853097	0.00330822385555983	0.0384123448296026
TC3	62.5521542652956	-0.38711952234388	0.185349682299241	-2.0885901585679	0.0367446318432574	0.100777430258574	62.5521542652956	-0.587419703456497	0.186672074022667	-3.14680011207873	0.00165067765127019	0.0137125127512146	62.5521542652956	0.543611686744527	0.26640157523314	2.04057234372127	0.0412933534665291	0.166110821846141
G6_DM	81.7660370722745	-0.341946413858585	0.387458733614686	-0.88253634307967	0.37748683534355	0.532901237441357	81.7660370722745	-0.231976013388513	0.386286978046417	-0.600527655790244	0.548154635394215	0.720807860949172	81.7660370722745	0.875332753643425	0.546219411717559	1.60252956022011	0.109038556197476	0.294370018991408
HOPPER2	51.5300921375917	-0.249355937084151	0.189760114791229	-1.31405873862634	0.188826438104654	0.328189683158362	51.5300921375917	-0.0961723859104653	0.185726523298029	-0.517817187349922	0.604585825377285	0.760214389331939	51.5300921375917	0.211131706285133	0.266750756692005	0.791494310656856	0.428655594836827	0.640359901387426
TRANSIB4	68.0377816100429	-0.335235647115385	0.216392570098265	-1.54920128248005	0.121333341283058	0.240577200747634	68.0377816100429	-0.4248378045597	0.216225246717483	-1.96479278441887	0.0494382256826317	0.154997996333075	68.0377816100429	0.370148522895514	0.308339586058099	1.20045735167384	0.22996176654773	0.446350466313038
RT1C	80.5316796163181	-0.754489428027464	0.164868684088459	-4.57630527106439	4.73259813484653e-06	8.78035268493486e-05	80.5316796163181	-0.54761700106003	0.160746378178977	-3.40671439856831	0.000657498881092028	0.00717141457418703	80.5316796163181	0.884605194206959	0.232988153529813	3.79678185695294	0.000146586674915992	0.00650543551761563
DMTOM1_LTR	87.9424242638211	-0.109277680511892	0.123934000675664	-0.881740925945517	0.377916923855975	0.53338016509609	87.9424242638211	-0.214783170585828	0.12394239336805	-1.73292740884891	0.0831085719249715	0.221204232483169	87.9424242638211	0.16384566076048	0.176625255015026	0.927645713782785	0.353591376588855	0.57404915794385
GYPSY8	66.4123391883526	-0.640301595949297	0.189630661055647	-3.37657208167091	0.000733951380146634	0.00501135174909423	66.4123391883526	-0.579754503508046	0.187276601380546	-3.09571243409092	0.0019634067407893	0.0154162912406311	66.4123391883526	1.05133869635375	0.267575522134745	3.92912882301813	8.52541609504777e-05	0.00455825580548554
GYPSY5	58.7674953001213	-0.316719244465346	0.243978629042811	-1.29814338947602	0.194238066806514	0.334771332048092	58.7674953001213	-0.472302308955789	0.244544919500158	-1.93135195742835	0.0534395420791112	0.16339658410612	58.7674953001213	0.582451017335283	0.346660933164074	1.68017495371943	0.0929232809399412	0.268694977696024
INE1	59.965209273053	-0.331353686277231	0.16450217981452	-2.01428143171622	0.0439799943222879	0.114676077557937	59.965209273053	-0.286707203796213	0.162158691504	-1.76806559757631	0.0770499379026034	0.209309898003863	59.965209273053	0.279433923682735	0.234212961612851	1.19307625743034	0.23283950905585	0.449700413234119
DMZAM	55.3484537729281	-0.559279880956483	0.423699036801013	-1.31999327914249	0.18683726191704	0.325966808985041	55.3484537729281	-1.25396642826049	0.428091214904304	-2.92920383460988	0.00339831489894583	0.0231419207904179	55.3484537729281	0.7013301669882	0.606844615670506	1.15569974401651	0.247803992917992	0.46699282183337
LOOPER1_DM	60.5158724737503	-0.187591715885598	0.255099855255023	-0.735365826444954	0.462116728384085	0.612539374508204	60.5158724737503	-0.312987628169377	0.255291091770324	-1.22600293648695	0.220197569989768	0.412245780989174	60.5158724737503	0.0796800085995228	0.363536235820722	0.219180375292264	0.826509542070605	0.912941381049558
S2	44.5774292683749	-0.322367232770033	0.168097066834997	-1.91774454390967	0.0551434106216361	0.13579455113032	44.5774292683749	-0.41727787678376	0.167892126497697	-2.48539276670299	0.0129408568363307	0.0605705026098308	44.5774292683749	0.325120017388176	0.242750175783517	1.33931939014584	0.18046671898981	0.389210600713763
GYPSY11	31.741289681356	-0.434205114839418	0.277849030215578	-1.56273755752369	0.118114336621737	0.235666797364199	31.741289681356	-1.04945282140776	0.28755013328922	-3.64963427212956	0.000262613940694998	0.00353972089247012	31.741289681356	0.662774836147451	0.408343679557674	1.62308092258311	0.104572107204619	0.288818457538428
G3	44.723824823323	-0.318166028566825	0.188455960160851	-1.68827787826537	0.0913578996763711	0.195628017313989	44.723824823323	-0.453781582192126	0.189018311894062	-2.40072814980199	0.0163624871865847	0.071255816234529	44.723824823323	0.320231739112174	0.27193589948367	1.17760008781556	0.238956074849344	0.457357280936607
TRANSIB1	41.2741156771971	-0.189209905689919	0.255833512598117	-0.739582175018424	0.45955356076414	0.610659564544212	41.2741156771971	-0.123325347091728	0.253506943017379	-0.486477197128576	0.626628868901963	0.775565537676212	41.2741156771971	-0.137866244463024	0.364482883615389	-0.378251628980482	0.705243675085125	0.843198379709912
DMREPG	72.5787387448981	-0.809891207497734	0.198549165285853	-4.07904614623651	4.52208608368732e-05	0.000535356642810725	72.5787387448981	-0.281589263677666	0.190915385705706	-1.47494274825881	0.14022793616947	0.312876819052026	72.5787387448981	0.756631214480493	0.277492708266967	2.72667061850347	0.00639768672781435	0.0554696730346714
GYPSY9	39.6868918902313	0.584372902997895	0.298144174533007	1.96003461718888	0.0499917443112864	0.126285877649333	39.6868918902313	-0.726164164489186	0.315778498391071	-2.29959977702434	0.0214709047445971	0.0864936080071128	39.6868918902313	0.659322376500066	0.430021402039331	1.53323154004266	0.12521881566744	0.317228533915617
R1-2	27.2626743687209	-0.30274217281301	0.23661227072505	-1.27948635920411	0.200725840125456	0.34298330662496	27.2626743687209	-0.510463727797932	0.239207477494299	-2.13397897567854	0.0328445018657014	0.116979625809699	27.2626743687209	0.624822971618685	0.338958751235442	1.84335990542011	0.0652764799937573	0.219701533983785
FW3	20.5926946795403	-0.153959309178013	0.258192105147867	-0.59629750913507	0.550976494773552	0.690867814928528	20.5926946795403	-0.685185489513214	0.271450453164462	-2.5241641026036	0.0115973776864913	0.0561099557408048	20.5926946795403	0.771695576612616	0.375562961358973	2.05477018772096	0.0399012069941863	0.162676380584867
AF541951	17.9363644881465	-0.631494999930768	0.304205894463419	-2.07588022265198	0.0379050303055527	0.102594301891775	17.9363644881465	-0.85142116462729	0.30772626525974	-2.76681343371401	0.00566071401003401	0.0338603700811305	17.9363644881465	0.649898037045493	0.446682899186194	1.45494273058031	0.145685116810656	0.346117751068566
OSV	16.7182594649321	-0.571286499644394	0.270970193383516	-2.10830015106432	0.0350050349018772	0.0974823812362378	16.7182594649321	-0.655242753948901	0.270161471343012	-2.42537453875859	0.0152926005360985	0.0680198179628957	16.7182594649321	1.01478622822719	0.386485840051164	2.62567505213865	0.00864773296701378	0.0656003328595945
INVADER5	13.5832152112296	-0.833333327379656	0.34648893607352	-2.40507918325806	0.0161689619221003	0.0546126801303265	13.5832152112296	-0.884818508920364	0.344259216084129	-2.57021008467101	0.0101636858123869	0.051088885799711	13.5832152112296	1.49334167378062	0.49211181187278	3.03455767114706	0.00240888695097331	0.0316934498267148
Q	13.2152009718483	-0.279557127771025	0.309806180713636	-0.902361363892313	0.366864938042938	0.522808134009982	13.2152009718483	-0.730887562241065	0.32307141946689	-2.2623095643902	0.0236782839139262	0.0928467967912498	13.2152009718483	0.415254772060657	0.461000150761474	0.900769276050658	0.367711006399702	0.587960578162326
STALKER3	10.892975648986	-0.11610217573654	0.427405958062831	-0.271643793321834	0.785895922936788	0.864191172188169	10.892975648986	-0.142018078658682	0.42486774298403	-0.334264205753131	0.738180198180798	0.848526387078978	10.892975648986	0.110346130119727	0.605534533704685	0.182229293257026	0.855402785164329	0.928956023134961
BS4	2.50977678840027	-0.232350430932488	0.733081630205811	-0.316950284059439	0.751281326297154	0.841206275373602	2.50977678840027	-0.725005291115169	0.765544713849388	-0.947044996848878	0.343615850557591	0.548353210007275	2.50977678840027	0.246626574706841	1.09708349453033	0.224802009998722	0.822133302345952	NA
