Sex_M_vs_F.baseMean	Sex_M_vs_F.log2FoldChange	Sex_M_vs_F.lfcSE	Sex_M_vs_F.stat	Sex_M_vs_F.pvalue	Sex_M_vs_F.padj	Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj
G5A	249.442344078978	1.13831278510529	0.0628497414778577	18.1116542143029	2.57881513795392e-73	5.38862309661248e-73	249.442344078978	-0.0215041105797222	0.0627008954767812	-0.342963372631343	0.731626015214764	0.802004669950447	249.442344078978	-0.264026651093228	0.0627015878134246	-4.21084473775797	2.54417561913344e-05	0.000265272975826495
TRANSIB3	231.82871914954	0.961392557549979	0.0920126416888588	10.4484833812394	1.48887015905663e-25	2.11878286129139e-25	231.82871914954	0.382471310234652	0.0919809057494544	4.1581598606613	3.20821487749383e-05	0.000155772641727061	231.82871914954	-0.261564907452342	0.0919771866515962	-2.84380200106722	0.00445787406160434	0.019118675591843
GYPSY3	201.732125859114	0.376174846094713	0.106268139047094	3.53986481242518	0.000400332043596007	0.000441375653806321	201.732125859114	0.612163781607228	0.10627906443328	5.75996584907402	8.41309561454492e-09	1.02607526532502e-07	201.732125859114	-0.10442365017516	0.106266894112417	-0.982654579747979	0.325777472194987	0.51165168262606
STALKER	197.579248486413	0.973151224317933	0.104820593226996	9.28396982270947	1.63278989597057e-20	2.2088353951461e-20	197.579248486413	0.314301818684913	0.104789707324631	2.9993577299651	0.00270549443781689	0.0075975512920795	197.579248486413	0.012675372082937	0.10478798840416	0.120962070901189	0.903721077574579	0.949465018564075
DOC5	177.326730165165	0.199396072378145	0.147927478985931	1.34793125486245	0.177680494352196	0.184055732176519	177.326730165165	0.662221596998928	0.147934977704393	4.47643692705451	7.58990769996057e-06	4.41681742382991e-05	177.326730165165	-0.457971534912182	0.147930454515404	-3.0958570120833	0.00196244970430956	0.00985379869117946
JOCKEY2	161.442758621631	0.7333440630931	0.0661836030313652	11.0804493787617	1.56087170505478e-28	2.29327017822239e-28	161.442758621631	0.09914202054608	0.066105372364481	1.49975738733377	0.133677259192188	0.210244019722552	161.442758621631	-0.0998639171617919	0.0661049268136618	-1.51068796193196	0.130867970913535	0.268629018304856
FB	151.584065311452	0.948855792456129	0.220273090015541	4.30763373042609	1.65010331711526e-05	1.86527958053951e-05	151.584065311452	0.270920918402721	0.220266797139918	1.22996712132981	0.218709417203466	0.313613833290622	151.584065311452	-0.560665490132034	0.220269271072122	-2.54536407826245	0.0109163853514148	0.039426998917147
DMAURA	141.581171487361	1.42327667625738	0.126957242949149	11.2106772579131	3.61417290517454e-29	5.34173476597391e-29	141.581171487361	0.305887705087751	0.126845602760896	2.41149632647771	0.015887211896389	0.0350494077271879	141.581171487361	-0.11216205338528	0.126841200236064	-0.884271460507592	0.376549690582165	0.561005318102073
FW2	139.926091561747	2.03110385893284	0.0871184019126883	23.3142919789604	3.17534616258981e-120	9.33469367832372e-120	139.926091561747	0.201769490773643	0.0859866378104175	2.34652145858409	0.0189495750114032	0.0407167608386798	139.926091561747	-0.21671917984505	0.0859888928327518	-2.52031596995403	0.0117249531217553	0.0417272226779828
MARINER2	130.631421520592	1.02202235805543	0.0724764614207959	14.1014384259409	3.72106899651293e-45	6.30572125714863e-45	130.631421520592	0.130407693458208	0.0722161676441564	1.80579637098425	0.070950152544887	0.123988846786182	130.631421520592	-0.0685540636622926	0.072217309792639	-0.949274680255123	0.342480927688572	0.528686139649197
G2	111.009899572844	0.0440131634594649	0.139955302074392	0.314480143353698	0.753156395346916	0.758776118224467	111.009899572844	0.319761934656918	0.13995369979666	2.28476942818591	0.0223263511659767	0.0468355831819854	111.009899572844	-0.45678033383483	0.13995878147901	-3.26367755569047	0.00109976249696718	0.00607710843198026
DOC4	115.626706908359	1.72228569972917	0.131045167178527	13.1426876458774	1.8744861771307e-39	3.02904457564145e-39	115.626706908359	0.240818129184054	0.130764673203228	1.84161458354877	0.0655315463162071	0.116113491464573	115.626706908359	-0.163337511802471	0.130761865057551	-1.24912191892172	0.21162048480265	0.378577492017803
HEL	109.824447389302	1.35790127984566	0.100710544154527	13.4832086475687	1.96377307173367e-41	3.23233033491737e-41	109.824447389302	0.351641961718046	0.100388899642432	3.50279725119546	0.000460399760582269	0.00161108247132809	109.824447389302	-0.170367883459739	0.10037238870222	-1.69735806492738	0.0896289856794742	0.202376799252961
FROGGER	98.0859021932506	1.25706670960891	0.0918281186255249	13.6893440530479	1.1756576324963e-42	1.95314635515512e-42	98.0859021932506	-0.0536584603293121	0.0914227626149249	-0.586926699593655	0.557252937139984	0.655012311884468	98.0859021932506	-0.16510437865092	0.0914105134656323	-1.80618587940647	0.0708893098246478	0.169603974302142
BS3	98.3267226153736	0.65190195545249	0.10239976458829	6.36624466934606	1.93712343525607e-10	2.34755475603517e-10	98.3267226153736	0.349960355049468	0.102369711161488	3.41859277591792	0.000629458546951243	0.00212737447275765	98.3267226153736	-0.142400157091369	0.102357433528341	-1.39120484153152	0.164163319526292	0.31646540122699
TC3	94.2498159667642	1.20415847254758	0.091483893005576	13.1625189198517	1.44197091522003e-39	2.33294907089641e-39	94.2498159667642	0.234914180331445	0.091064637993079	2.57964216965645	0.00989027384659892	0.0233533457882861	94.2498159667642	-0.288943171203572	0.0910733752299756	-3.17264151541482	0.00151058919581519	0.00790604768224813
G6_DM	86.1907837159222	0.131974488459544	0.302493079581039	0.436289281865	NA	NA	86.1907837159222	0.855049652624813	0.302499697175439	2.82661325154621	NA	NA	86.1907837159222	0.519910436894745	0.302499574922	1.71871460324797	NA	NA
HOPPER2	80.5573112234925	1.24890361758075	0.121785348810219	10.2549578400186	1.12425052714415e-24	1.58521696163881e-24	80.5573112234925	0.32994520897011	0.121526839593537	2.71499867908733	0.00662760348065824	0.0165158791435419	80.5573112234925	0.0775992244276343	0.121522312759983	0.638559476570359	0.523109550514415	0.691564173842962
TRANSIB4	77.1744847585186	0.582506567442691	0.0917649593823181	6.34781044271821	2.18400949911106e-10	2.64387384301916e-10	77.1744847585186	0.0892920170565117	0.0917063070477076	0.973673675574571	0.330218591927116	0.437552727824123	77.1744847585186	-0.251818274300115	0.0917118614439752	-2.74575469666969	0.00603718855404087	0.0245062555122576
RT1C	73.7442320723221	0.0245057400673127	0.103503812627191	0.236761713847002	0.812841655039629	0.817428107351393	73.7442320723221	-0.011578052702341	0.103487511350431	-0.111878743157087	0.910919551276431	0.940687704103218	73.7442320723221	-0.236638214288118	0.103475658664915	-2.28689739540023	0.0222018126921578	0.069258256769212
DMTOM1_LTR	72.4001389198714	-0.30808725524569	0.0671620080562888	-4.58722519117476	4.49176101006684e-06	5.12079909778793e-06	72.4001389198714	0.137306893529868	0.0665938774559126	2.06185461449921	0.0392215796069539	0.0753701631118679	72.4001389198714	-0.169012552110183	0.0665922135820425	-2.53802273597585	0.0111480741761727	0.0401444793946392
GYPSY8	71.5234531037948	0.447087164773233	0.108309032874093	4.1278843777782	3.66116112681348e-05	4.11146272218061e-05	71.5234531037948	0.174076530225818	0.108294966811514	1.60742955421738	0.107960171237479	0.176376488029412	71.5234531037948	-0.0952281826041534	0.108295396041273	-0.879337313359659	0.379218410095187	0.563542825851826
GYPSY5	67.4112674752999	0.539725179821069	0.149033321186373	3.62150675784858	0.000292892153059365	0.000323534369882203	67.4112674752999	0.51376558838943	0.149043039597032	3.44709548180513	0.000566648279264381	0.00193569832581829	67.4112674752999	-0.0564095452747482	0.149018018184956	-0.378541776100756	0.705028165644253	0.825938154871487
INE1	65.4950448990856	0.486734749329876	0.0804393012098569	6.05095695771948	1.4398791908417e-09	1.72509322792695e-09	65.4950448990856	0.0917834122920863	0.0803838952845067	1.14181344369084	0.253531573047462	0.353974988189412	65.4950448990856	-0.1000517595122	0.0803803250736859	-1.24472947105502	0.213231209050555	0.38079646912208
DMZAM	63.8442166962844	0.531110695058963	0.200813204141631	2.64479966508764	0.00817392946270657	0.00880355451841098	63.8442166962844	0.547549128380997	0.200821740400247	2.72654308885933	0.00640015956221931	0.0160297794394202	63.8442166962844	-0.855288807964618	0.200855804523382	-4.25822300726714	2.06058335968656e-05	0.000222486411703798
LOOPER1_DM	61.0019316244237	0.249608955549166	0.132574291854397	1.88278550884741	0.0597294416783758	0.0628515663162126	61.0019316244237	0.251121314318046	0.13257582725733	1.89417120385468	0.058202289008569	0.104906957548212	61.0019316244237	-0.361120142031381	0.132586765857266	-2.72365148735989	0.00645645981646271	0.025872444580011
S2	53.5685101442913	0.720039730562003	0.0830949440095677	8.66526524741501	4.50462987509588e-18	5.95405789977323e-18	53.5685101442913	0.065806755875709	0.0827589957030529	0.795161363627827	0.426519643271575	0.533528735879763	53.5685101442913	-0.241969973392617	0.0827616021459905	-2.9236985162006	0.00345899585112635	0.0155573343008095
GYPSY11	53.5813325229032	1.44970165499675	0.123346592605063	11.7530741983159	6.80955985976648e-32	1.03212820779565e-31	53.5813325229032	0.226275679580222	0.122362860538238	1.84921861572132	0.0644262517387502	0.114580322910042	53.5813325229032	-0.598753280304904	0.122526812083858	-4.88671230501872	1.02533752030624e-06	1.82014430729528e-05
G3	51.7114268947269	0.617558898716353	0.0989721668650735	6.23972292693417	4.38346635854282e-10	5.28968085353813e-10	51.7114268947269	0.153504689298356	0.0988352224815768	1.553137489289	0.120390291453302	0.192771565148093	51.7114268947269	-0.336262744166221	0.0988767608569942	-3.40082686014118	0.000671823647454282	0.00404698814579603
TRANSIB1	52.1346682137702	0.800459888536809	0.136893194070952	5.84733151979732	4.99521349613727e-09	5.93942526266384e-09	52.1346682137702	0.256091601054437	0.136779053076837	1.87230131583507	0.0611649288373542	0.109435363909639	52.1346682137702	-0.195547520302721	0.13677456128107	-1.42970679979644	0.152801187842885	0.300002352347087
DMREPG	46.7972796316351	-1.40340179130874	0.260731721184942	-5.3825510180761	7.3437552917162e-08	8.59353733558351e-08	46.7972796316351	0.515810195031761	0.260466638371841	1.98033114051019	0.0476663318506859	0.0887650958272665	46.7972796316351	0.201645730935228	0.260481138180813	0.774127955457777	0.438855127191979	0.619056193032417
GYPSY9	43.9598255712301	0.591511625662202	0.139314033774993	4.24588686174688	2.17730482297029e-05	2.4564511789875e-05	43.9598255712301	0.522389859471823	0.139328282441752	3.7493454330797	0.000177296732293697	0.00069662710775128	43.9598255712301	-0.190433588066532	0.139252548537988	-1.36754113347219	0.171455753416104	0.325592989900989
R1-2	40.316465653961	1.16473435439247	0.112364519325596	10.3656773631313	3.55232600552877e-25	5.03274422002152e-25	40.316465653961	0.262265199711403	0.111255961701161	2.35731367291454	0.0184076905660159	0.0397505007747876	40.316465653961	-0.240113793991745	0.111251952071311	-2.15828836727139	0.0309054185904675	0.0893216714159522
FW3	29.8018944265947	1.12887018412518	0.105953773912981	10.6543650351928	1.66376140507801e-26	2.39391805184906e-26	29.8018944265947	0.326910737802379	0.10380658252382	3.14922936344007	0.00163701657213411	0.00489311281746795	29.8018944265947	-0.228405687607547	0.103745900492429	-2.20158759549459	0.0276944529448269	0.0823014122973547
AF541951	29.5243885826673	1.39298899899036	0.139444613866368	9.98955040547703	1.69348082020748e-23	2.35922440059545e-23	29.5243885826673	0.0699898843886255	0.137508070505243	0.508987466200805	0.610761009593845	0.701800259197191	29.5243885826673	-0.583416166372773	0.137822932023926	-4.23308485609267	2.30507481267478e-05	0.000244452851169381
OSV	27.1837580054909	1.3674872679129	0.117623791474141	11.6259410683385	3.04222259075238e-31	4.58459857616539e-31	27.1837580054909	-0.0824336898318867	0.114349487339359	-0.720892517753448	0.470975646728861	0.576314533334233	27.1837580054909	-0.180316509881764	0.11419876855303	-1.57897070315632	0.114342777070264	0.243421473028771
INVADER5	17.0839241728149	0.822502972008948	0.165201703350779	4.97878021428445	6.39862535630902e-07	7.39115322656262e-07	17.0839241728149	0.198170979870521	0.164528474160723	1.20447831830577	0.228404757303404	0.324830981048473	17.0839241728149	-0.177127072469556	0.164525390256213	-1.07659414874335	0.281661619417957	0.462982152823393
Q	16.6454798395264	0.828760156834675	0.139688915379216	5.93289850225284	2.97632859171799e-09	3.55156081820161e-09	16.6454798395264	0.298050091301194	0.138540543220156	2.1513564504187	0.0314480757784522	0.0626011063187744	16.6454798395264	-0.36539981068562	0.138652160134749	-2.63537048633433	0.00840454925718252	0.0319611977014961
STALKER3	9.1679373751886	-0.362466979025414	0.225198135272143	-1.60954698220475	0.107496790470494	0.112258562360867	9.1679373751886	0.718748973974764	0.224933491113828	3.19538442414981	0.00139644700626387	0.00425491386658974	9.1679373751886	-0.274834397045569	0.224076809274393	-1.22651870104515	0.220003542231262	0.389902327554877
BS4	5.23546826782042	1.89332365888384	0.255075893079908	7.42258955177201	1.14852281487963e-13	1.44997208788213e-13	5.23546826782042	-0.194570897003209	0.23019754045685	-0.845234473909076	0.397979938032543	0.506020910461429	5.23546826782042	-0.421769672366014	0.229430124207564	-1.83833606778002	0.0660128994687804	0.160962135570811
